generation,reward
10,-26.857537074693763
20,-11.796931519302742
30,-11.29458804923572
40,-8.478236319516508
50,-9.654335352209335
60,-8.632359800338449
70,-8.935548893293031
80,-12.452352026881247
90,-11.863451304154495
100,-6.401279937608443
110,-7.769831470663479
120,0.2284953872727541
130,-1.8633629350240934
140,-2.6680479126232344
150,-2.7935499736119365
160,-6.159630491460873
170,-3.9443934492616064
180,-0.35044367148165934
190,-2.0079022136756794
200,0.8883463159416516
210,1.9462343973793943
220,4.241922441428455
230,1.1992496182471826
240,-0.8383494444874536
250,2.2765479111965337
260,-1.9856405775434958
270,-5.9949470943235195
280,-6.5509584695422625
290,-2.366417947467711
300,2.405488462162987
310,4.3548151479770905
320,4.927700842540844
330,5.449458284665498
340,7.268556340307765
350,7.579266812051507
360,7.5662492367156124
370,7.187786789403944
380,6.240932077093914
390,5.978104749208695
400,7.04404620284143
410,6.570438352530466
420,-0.09557573432191324
430,-5.004841794226208
440,-1.842018473000731
450,-1.9102193625449235
460,2.2284464746738166
470,2.5030281371416008
480,6.124214607242124
490,19.773854096324488
500,65.04387970433072
510,126.19838293229745
520,154.11655883580124
530,160.17038996244554
540,215.44609631996116
550,227.02524896270285
560,234.89704646535458
570,255.87643809960787
580,253.9981913427443
590,256.32056066315994
600,240.911434041567
610,255.83519177462412
620,265.8498855193424
630,267.41664191882
640,235.49723083857484
650,213.6874544287645
660,207.73096797520623
670,228.46936980829736
680,257.63714236893725
690,237.3831152181134
700,235.9017139666351
710,268.80908973730686
720,271.2754712674308
730,257.6067719586924
740,258.7416004786633
750,262.2118904895615
760,261.9428103977594
770,279.70610433469807
780,278.2075858943948
790,284.6883654233237
800,274.45505981119936
810,262.3359276589835
820,229.68179321170845
830,211.55720831601823
840,286.53462834278383
850,292.6358658150468
860,251.29843282582982
870,275.9724726573376
880,306.000627879986
890,297.1132538373604
900,271.1237471454301
910,260.0244322799972
920,297.05057215089994
930,301.0743509186577
940,303.05320152773135
950,288.2970443561556
960,294.5107209849856
970,282.73389412089296
980,291.8781078218724
990,291.8442556907129
1000,316.2548228007863
1010,311.19293633437917
1020,304.57518840539393
1030,307.95999889480015
1040,309.6641870494744
1050,316.0770990934246
1060,319.45461291411635
1070,305.31743002216086
1080,305.798972438702
1090,293.0518777505688
1100,311.56385441003044
1110,318.7864938509583
1120,324.1003424141619
1130,311.23882647222035
1140,297.41233754207485
1150,312.1914600026021
1160,315.17929425411427
1170,320.82681641356214
1180,319.04805324881823
1190,323.6357241542049
1200,311.89718022907095
1210,315.6358512820474
1220,317.7184812060265
1230,321.86431925611424
1240,323.93713828168734
1250,323.2336955943141
1260,319.3447527247135
1270,316.7990604302854
1280,314.5216673875825
1290,319.9177066331229
1300,322.34850639891823
1310,323.490857489363
1320,324.5207652459127
1330,302.4341080671469
1340,301.8529279790192
1350,325.9349995255061
1360,315.4368075842195
1370,314.30693186468056
1380,313.00702227019167
1390,302.6180393655849
1400,295.0935735291729
1410,315.58147398298195
1420,325.97664572978147
1430,326.4822177100984
1440,316.06414412030847
1450,303.6670870940279
1460,305.4237386295863
1470,308.85525409781405
1480,310.5485140143528
1490,318.04165095936
1500,301.3471590557117
1510,301.25400391718887
1520,318.27486014208534
1530,305.4418436794773
1540,309.2993313685687
1550,321.26701675272693
1560,317.2070622495337
1570,300.6607812800863
1580,308.15734266395435
1590,322.1656654655658
1600,291.6727551394664
1610,281.2735018248934
1620,298.0717966716196
1630,311.96101017651824
1640,301.34582274835924
1650,310.8639887088018
1660,325.3484948426689
1670,325.79838813947435
1680,332.0031509815661
1690,321.9907157201126
1700,296.09804762030865
1710,307.2343962557115
1720,311.3793872239515
1730,326.57649471151416
1740,320.9122813777405
1750,325.92343819111693
1760,319.7529449122758
1770,308.8047514466593
1780,301.63787205313804
1790,297.8191073883441
1800,313.8814309414812
1810,330.93236106708434
1820,327.27848899974026
1830,322.7857500873027
1840,319.95703054646356
1850,309.9384249588667
1860,313.75693614731347
1870,323.0191224343311
1880,320.14176797053926
1890,313.4043041761855
1900,314.52938992341217
1910,321.69665536624757
1920,311.7148068288252
1930,298.4006266670403
1940,319.8074498675238
1950,321.69210059397045
1960,329.8331984454383
1970,326.93914386792216
1980,321.1288401243716
1990,312.6244609677208
2000,308.5442170329601
2010,331.2145587683734
2020,327.3165017973518
2030,324.89102227208855
2040,324.5817964041546
2050,320.400887204632
2060,299.0627966764608
2070,316.139597350743
2080,326.8738254926624
2090,330.65392848179135
2100,330.12569330427823
2110,333.914857665839
2120,331.560382888591
2130,307.4842264514688
2140,307.0497590415383
2150,315.75302367476195
2160,329.7601025836225
2170,329.2164661661514
2180,324.8642717552382
2190,310.61848654953064
2200,287.4161756032115
2210,324.83018072441615
2220,330.04476926611835
2230,329.3937699461039
2240,311.3790571144564
2250,326.7750727748337
2260,324.4827550181669
2270,310.9128537950694
2280,316.4907532646136
2290,312.89084076879436
2300,326.10642117978466
2310,326.53687242510495
2320,320.1509151512038
2330,321.6714749211553
2340,334.0625960397035
2350,335.46727862289686
2360,332.51914391362067
2370,318.4070049291879
2380,323.8409696176197
2390,315.4908928280204
2400,322.83776132932803
2410,321.47668275252965
2420,325.1660452888033
2430,326.7724898253339
2440,306.39374337158904
2450,318.7814180026136
2460,326.05695138941144
2470,311.28397281678303
2480,322.08650325658044
2490,316.31029647292223
2500,314.97274242235795
2510,318.3093020881816
2520,318.94905379500733
2530,325.14050445652595
2540,318.503269208552
2550,281.67794880872447
2560,310.1416294090778
2570,297.55359038849497
2580,318.33420527987414
2590,319.7601870429516
2600,312.55055236543103
2610,330.4062421870747
2620,331.37380931749556
2630,328.59558171133654
2640,315.18249615184845
2650,304.28061487366165
2660,310.9456794837316
2670,306.27947651950643
2680,323.60626018331493
2690,319.87968545669924
2700,316.1615789844238
2710,328.7872448326471
2720,321.6961052483797
2730,330.6343264866841
2740,328.8045930753075
2750,314.8726901377239
2760,328.2579194339364
2770,323.2623821421971
2780,324.13600952894626
2790,334.40097200921286
2800,331.00025314804793
2810,318.0283848580598
2820,327.6965395943747
2830,324.9639656826426
2840,328.8296589560884
2850,323.19907159054776
2860,320.3286712641514
2870,318.6474733883841
2880,323.6457325004402
2890,324.28562131806297
2900,313.18900998085616
2910,329.1666808639325
2920,328.65548931133156
2930,326.9487942550422
2940,333.0339570868686
2950,325.14916880671535
2960,324.60819232820455
2970,325.77529154949946
2980,334.56615076713535
2990,321.5594735316333
3000,319.5412317020714
3010,312.3809772252062
3020,307.10033836573217
3030,294.67444066028634
3040,317.5895861606162
3050,318.1718193310999
3060,328.1823720189905
3070,331.68738763158035
3080,335.4955387357818
3090,324.01880387647515
3100,306.26961034401086
3110,309.0592319728222
3120,316.465330582865
3130,320.9575652395888
3140,320.29945655168297
3150,328.56473789767324
3160,324.99127230019144
3170,327.6012185761663
3180,328.50005249758533
3190,328.6765700914355
3200,330.7960673733718
3210,323.4590894480465
3220,327.3670039877097
3230,315.7704623529894
3240,314.8416992101734
3250,313.3670572814439
3260,322.24069145947277
3270,330.1933115718531
3280,319.74095773162594
3290,328.377426331694
3300,316.87815976599205
3310,307.8745696864655
3320,315.2059248241221
3330,316.34050375501363
3340,312.7290107934399
3350,322.87414699262615
3360,307.3480875575891
3370,314.81013238962873
3380,317.92224239924303
3390,323.39206663816856
3400,323.693327662651
3410,312.81529396873066
3420,312.8356862076902
3430,317.1410279052338
3440,317.1734179612945
3450,316.85987704356035
3460,318.2399204952283
3470,324.8859843084879
3480,322.04550882765903
3490,325.3317151375994
3500,328.99174306481336
3510,323.8957191683997
3520,321.8076811566233
3530,327.4752140118282
3540,324.678006781141
3550,324.03190679725924
3560,319.2498624841037
3570,312.3685263964692
3580,331.27665490354275
3590,321.1199240116451
3600,325.5349842789773
3610,324.29239658190556
3620,323.6444015565732
3630,325.49115549843407
3640,331.7103626702714
3650,301.7510852311244
3660,301.9428524240236
3670,314.7147167791952
3680,335.8352071220219
3690,326.20322144913166
3700,330.56124368437196
3710,327.7251258679953
3720,315.15577685886893
3730,323.9776785766767
3740,321.57369000533356
3750,330.1280715015446
3760,327.96434215983936
3770,321.10154810735867
3780,314.1590291319664
3790,317.545974852995
3800,332.7374235228217
3810,327.8795134237571
3820,324.2219072118606
3830,324.072813547354
3840,317.18468429697
3850,326.271222968585
3860,331.96253407707945
3870,331.71777130780123
3880,322.4069525453496
3890,323.9061957797835
3900,324.31124742928705
3910,319.7681274255981
3920,327.6134046735452
3930,331.19319044208925
3940,328.4838161463713
3950,331.5231660111359
3960,329.3191208618148
3970,329.74642058803187
3980,332.0813719361338
3990,320.6796110075325
4000,312.50130828502046
