run,score
1,182.89330867011242
2,168.7258879906972
3,-27.573120034721725
4,-20.10819045813986
5,192.74114770942157
6,194.10542113746112
7,-17.79626047749838
8,117.88382753156064
9,178.58915719865934
10,176.92886072554194
11,155.25206025099362
12,211.74031749708
13,198.17016178614637
14,171.2099184287702
15,-42.99843049503478
16,210.52748256030975
17,202.84349946210682
18,-14.243774960354898
19,162.36134890879313
20,182.87552703489143
21,179.13340601449664
22,200.2730391499399
23,214.72460852187453
24,161.90458017045376
25,261.9713504221944
26,15.663041055203678
27,205.42741224646505
28,136.84419757113284
29,256.23074132733035
30,167.67633786837678
31,155.70245053576986
32,177.2193382734609
33,216.3881402322106
34,186.34425453944763
35,159.22868441202294
36,207.265263382137
37,138.0981978813881
38,179.08004838427945
39,190.11170421036843
40,269.8757335217382
41,230.7363455791148
42,-20.75678422431011
43,181.27076959483114
44,225.08664202231557
45,-50.64321836368323
46,-109.07653740947728
47,164.96031122143845
48,196.14419710825928
49,192.5746731749798
50,221.9739371103887
51,151.94359789810875
52,232.07159426198686
53,148.62527382802986
54,176.6454973736243
55,-14.38485500620385
56,198.70923866778588
57,185.94128408734406
58,-23.540461949817825
59,-40.45640401310098
60,169.90046490381116
61,222.6847106331159
62,182.99949569978241
63,222.44995073456565
64,186.50195438965557
65,-127.90924815430604
66,188.08741508273988
67,220.30679096344076
68,174.39474583482476
69,172.2050586579129
70,184.74344775881605
71,0.03562485253138448
72,135.4841841314077
73,-4.035349238165139
74,-61.03787257699724
75,185.22406073558443
76,138.88244156512587
77,168.31835336992123
78,153.68537090453023
79,198.34534270530213
80,217.32021203203098
81,176.86740278443983
82,234.61920338673266
83,224.0747229977402
84,164.3764535739125
85,-85.14341411746231
86,189.10083452983736
87,213.71542185281007
88,214.67551193822243
89,220.4858461139401
90,2.6849682900215157
91,199.8808359529735
92,274.7060281524483
93,198.54428927809218
94,190.61259351861128
95,200.66899659581074
96,204.29598764105017
97,207.49709000719773
98,-3.569316501835118
99,179.55913832213005
100,-2.6080525396356222
101,8.302369963287717
102,192.47515254354568
103,189.27195762071304
104,185.71107625091008
105,192.52445956827506
106,156.91957262599936
107,153.10804207034735
108,111.06570235331318
109,203.31249055236657
110,261.7053045876951
111,230.50159464455595
112,183.4037304149855
113,171.04569108278972
114,-44.342979236639074
115,236.58711162694573
116,31.10079975944626
117,-157.65475672369848
118,144.8850495298177
119,-60.782835062288044
120,211.7731341631648
121,178.5009696089267
122,235.45171604715065
123,142.79226925803601
124,18.914990310975494
125,223.15336365627752
126,-59.16060663142683
127,205.06525042454513
128,155.91745337970337
129,172.3311719740956
130,209.47259697754708
131,182.5507172951575
132,224.95374458837182
133,224.77943023097325
134,176.25261695104314
135,-17.337645570854576
136,192.60500190780405
137,199.93220150517973
138,202.09862803878545
139,235.36870023115398
140,-96.7762348625411
141,218.86426546257294
142,-78.3212305827058
143,38.3204863918819
144,214.38877358503223
145,192.58632443974147
146,212.82948645860284
147,176.29452949463393
148,135.86356791840524
149,194.57595815326403
150,219.82987274083678
151,211.57676865649688
152,165.62661891643234
153,224.3236154808322
154,213.15337626522165
155,-69.0899871993775
156,184.9671082779086
157,159.54632854664698
158,152.73617944704355
159,186.574293818795
160,227.13161663125635
161,205.53254993981253
162,159.86437219117394
163,171.6663954907154
164,228.7798871671097
165,-41.27884681304924
166,231.34368264844164
167,-75.34102878749147
168,205.35063502600127
169,216.4205665569424
170,238.91958951956028
171,184.53322660130527
172,189.34716474199868
173,178.98899900468047
174,121.00500696634086
175,253.03973746023513
176,206.87645253720794
177,154.90415931541395
178,174.4119738649444
179,172.3874087870674
180,197.67679037460664
181,208.62968385068342
182,130.33082474312036
183,205.5232127259133
184,221.11802815133186
185,223.19195357008851
186,207.71125673002138
187,208.7361524316307
188,207.26202519333788
189,238.92675769289474
190,206.1549839941518
191,218.16139377860273
192,189.6153525172747
193,24.80482855136742
194,197.88082570658395
195,167.412331097795
196,-17.417699767470197
197,175.3468640921571
198,161.77986443877327
199,169.60746072895287
200,171.43154479416694
201,233.09679801789744
202,215.08394755951727
203,233.2300146759305
204,25.77785130261843
205,169.6877047071647
206,183.00485836658515
207,182.9785452159325
208,189.03220007525522
209,253.6323092170034
210,160.29305570769228
211,-0.6411474209160559
212,4.4340220520979585
213,-136.20365550118237
214,199.45213955446377
215,31.939452289423457
216,250.04390127328753
217,206.4533295524967
218,197.48438002082304
219,199.98311743386648
220,131.01917937991638
221,175.2732444505552
222,-44.00297281822321
223,255.6914082566828
224,-5.267655202094716
225,225.1061927313179
226,62.177151964470895
227,239.3805968921701
228,193.12118776133417
229,233.405996067877
230,-134.45358006217143
231,184.3471843623525
232,179.63855697061092
233,190.8600016546826
234,172.12533615721918
235,203.74484400829627
236,166.85382065285432
237,226.68396181821072
238,218.43641429185953
239,228.5803705971756
240,21.67940241412242
241,212.86584429777452
242,240.86690314421026
243,8.01379973989468
244,218.00145279941754
245,129.79967275648585
246,-87.62513356945205
247,205.4710714799863
248,167.3492982337233
249,176.75022042375187
250,181.34278916508828
251,214.38393019281312
252,-42.996149865071814
253,151.93929086473744
254,211.98910976668557
255,168.4247838323564
256,266.2796500360661
257,-40.653477507315046
258,198.22175005538907
259,207.61360018946542
260,257.5539886632288
261,178.1848537943444
262,191.20247442105784
263,200.8371750282525
264,237.89628585560445
265,131.79298315263435
266,192.7568097495639
267,208.56946891007885
268,185.09671033250396
269,187.71884522838855
270,238.04801666453739
271,246.83320796912489
272,-9.77697022173875
273,224.73254283254266
274,-16.90870291428665
275,20.066142096273197
276,187.20657274399423
277,150.64950733228025
278,196.65028779320727
279,189.58624424665732
280,184.21422330785114
281,155.02396116587818
282,197.15233746368682
283,161.7195631180815
284,241.5666858115533
285,46.81449768448488
286,62.98602209432619
287,220.4395828810159
288,-109.20265412070054
289,-10.195753470894502
290,214.86929632616807
291,164.66523347924107
292,190.78102423866778
293,225.432045110643
294,170.16462451082572
295,261.4235215568785
296,214.78438110540273
297,184.96164988379948
298,137.49156591577065
299,200.35509122793093
300,205.284715422978
301,187.88548612357943
302,232.92596625484322
303,189.02421026871755
304,-11.355717577321712
305,-70.82159355757064
306,247.00905853482948
307,217.78849902506357
308,168.19790331166652
309,247.56925962482396
310,160.3980446769396
311,-64.06242417168517
312,212.75924988449393
313,-6.920771243305012
314,185.6113830314016
315,202.69632732031178
316,205.7296900915648
317,193.58028542618618
318,195.4690607784068
319,166.86306735920215
320,189.970021035431
321,205.20774169628905
322,-61.028197152334634
323,192.97647750315926
324,198.09907199467068
325,-40.402043483980364
326,218.03757051162466
327,-144.3795583350781
328,205.89385986978203
329,186.76466094683735
330,233.2734301724677
331,234.76856002268886
332,176.2730549867698
333,190.72996891632295
334,170.4883591392815
335,220.5376096815111
336,27.794029031832494
337,-152.56870826112066
338,-24.585815786916655
339,185.75103768078344
340,-29.901760152340387
341,213.69375819860673
342,185.82157483228613
343,177.2729011818588
344,-71.91031885501982
345,-9.251080829097418
346,207.99651386636094
347,186.5116132819424
348,256.7409283629744
349,-49.498668614989796
350,205.39780151011718
351,200.8196614052733
352,207.7189108435521
353,168.35447015664346
354,199.58925814514768
355,177.5404230620617
356,186.474957995544
357,159.85047307645522
358,-4.97931361616331
359,220.26414293575027
360,172.67841788147499
361,209.8543352177744
362,203.67227517257112
363,202.3682422654822
364,168.26180966665805
365,212.62347503775962
366,167.04596674011526
367,181.0352410618011
368,215.37369754560993
369,192.88574766753413
370,-2.049522863286768
371,-15.717681233924665
372,-153.69908209897102
373,228.53971574188705
374,230.20204356475222
375,178.53399424887883
376,175.15085756395106
377,145.567866614702
378,175.4630879419155
379,3.4110797540881777
380,-17.426462372223014
381,204.97654931376186
382,252.7603223011881
383,223.97263850598011
384,-40.04525942001584
385,218.3239938347976
386,-86.36943396249906
387,250.95510741951577
388,191.9393651330735
389,224.87049207194173
390,-206.86583195581903
391,191.55549644885238
392,187.92558249658214
393,180.60422567359674
394,223.87248418121214
395,223.21364813335722
396,-40.82678702903223
397,175.19378369092482
398,179.69418958299275
399,22.62780569615923
400,177.9388345379182
