run,score
1,-95.46626444607747
2,190.2697542390406
3,-151.99517690842612
4,23.904033097980502
5,-118.86097997216251
6,-34.804708452317755
7,-154.8859711853647
8,-9.192093018378173
9,-132.497560252264
10,56.58101882267354
11,-155.84188544308432
12,280.05115151565246
13,-60.643665216966895
14,275.83954368787556
15,-14.362970680438764
16,37.48160069179019
17,254.42361349357847
18,-104.02941686412856
19,187.7254849209138
20,-133.29396772577508
21,244.53454598520457
22,166.30557241919027
23,-48.54284800855416
24,271.65834890527424
25,264.4668948973963
26,314.4435634748763
27,-129.16088658950167
28,67.24588089541032
29,-51.45523156642872
30,14.338104280032468
31,-154.48540616285612
32,239.3738439051765
33,-76.12495683970928
34,276.8372811896787
35,253.82862929549412
36,258.85479255119975
37,-108.16701151758377
38,-95.0191628347733
39,49.95939974464136
40,-33.75659754190612
41,264.101402067918
42,289.25983789754486
43,-62.40285155575768
44,290.52411484598497
45,-95.57925671266993
46,245.2596998924665
47,-87.59856236977201
48,-129.9034556479369
49,60.23970149042
50,-136.85788537628173
51,229.8536801054831
52,38.895614247237745
53,-169.70717146456053
54,306.82569140613316
55,-124.82550730440418
56,53.544400849127754
57,-26.336318573773028
58,15.553022783149643
59,-107.91270968442905
60,247.55575988099233
61,285.5475852875676
62,-61.81723306770314
63,-64.8109835446565
64,256.563251858411
65,278.04263047692933
66,-95.93182143792035
67,-157.78549426872164
68,-171.33290212596765
69,207.72961820639284
70,-143.5201667002527
71,276.064980504359
72,229.0951516403535
73,279.41305263803883
74,244.85928089771835
75,197.74262694163258
76,-96.90318860261272
77,-65.00118353953135
78,-75.66339167595845
79,266.2244693175428
80,-59.53412203547008
81,-142.94172638915938
82,74.4105508700111
83,-53.39039891634208
84,33.659939392135925
85,-159.25071546804205
86,2.2599162470848455
87,-128.2781849139587
88,241.30642449652242
89,-22.248649405925903
90,36.65486609089541
91,-131.8374046439836
92,0.29459185021866574
93,-117.30978827382343
94,74.58212928307051
95,-43.036970566065776
96,306.5599834708677
97,-131.97877462843255
98,280.08759951917193
99,-135.5037363637618
100,81.66703652041366
101,-135.1719268095215
102,29.850210897876764
103,-58.58606134074344
104,-33.34162444356129
105,-48.78857649369445
106,-153.52823199627602
107,29.438792265016076
108,-65.60991688711619
109,269.8674513998418
110,-19.194776462650736
111,283.38510472019095
112,-104.4484673470943
113,-36.98513228740552
114,-84.2551754338077
115,-60.916799865105794
116,-57.03570225991075
117,-144.2978478880517
118,34.522521120246495
119,-111.71037319870024
120,54.0186981410138
121,-83.85341516829558
122,3.164522651535549
123,10.908832684627498
124,-143.35049354811548
125,-34.05989047102814
126,-142.7566622190363
127,289.56617638249725
128,-91.09900840942367
129,263.42079164702585
130,247.14673431569673
131,262.6585844437101
132,-34.7471866382711
133,-20.75620319897297
134,-134.2395340852294
135,19.530183669715342
136,-126.95966334018223
137,-8.744102911467238
138,-136.10077870426514
139,290.25366298585794
140,178.9704598466925
141,292.35171635977593
142,-135.7447124374721
143,234.1591556150751
144,-140.96977023197454
145,281.29961931490925
146,-146.9020537431823
147,-37.33159309096938
148,-137.68968507873603
149,16.130251379189545
150,-119.92783756688854
151,20.334186556193345
152,-144.74062870471687
153,275.55758216103527
154,-125.56105907031315
155,-121.12729763072622
156,46.123416305655326
157,187.11423735699083
158,-147.12278318837676
159,-28.951250951541112
160,-142.46247796051455
161,29.685021327686655
162,-141.7381091721745
163,-46.49138013592935
164,-126.69715319154753
165,61.3174823334563
166,-153.11610404381128
167,229.723268062925
168,248.73722246374103
169,249.86670121451783
170,278.5584705349861
171,275.40727116406504
172,262.4506782122087
173,-53.46392632054282
174,265.0908719344293
175,273.47593729103585
176,294.14478146907095
177,299.2921977138137
178,223.7367640999945
179,-21.00000861739258
180,54.4216054533571
181,-155.14332635484908
182,40.536041241211024
183,260.97528375158504
184,229.80802308117126
185,-142.45302884014467
186,270.41726588118024
187,-97.04064867027084
188,24.94147459864641
189,-121.073448262398
190,-70.27709687559565
191,-63.89950181608402
192,234.70734236436257
193,-115.00229143930736
194,-90.24417197225458
195,28.28680321931236
196,275.253761579703
197,-105.88598032717361
198,-158.84279537802814
199,269.23507188760925
200,269.09954780911767
